Id,SalePrice
1461,114322.43523845213
1462,141935.0597220821
1463,168950.07716678866
1464,177571.47919631843
1465,163606.39492386486
1466,174905.27290777722
1467,152395.42035745646
1468,161332.78981549141
1469,158512.7374371784
1470,115875.60031482235
1471,171791.64125889397
1472,76099.13080322518
1473,77539.16939345792
1474,144782.90050247472
1475,126379.33104377142
1476,352342.2894111005
1477,210400.55985161127
1478,253898.07035689018
1479,246126.52233475787
1480,380361.7739063738
1481,286399.77308411873
1482,189562.76506382925
1483,145059.86591867698
1484,147434.3146580876
1485,157767.83930852392
1486,185803.72330805231
1487,331273.53449316206
1488,203295.55326448087
1489,161076.00504645662
1490,184214.80751952762
1491,183010.38151310553
1492,80908.70590611924
1493,174283.43614412018
1494,264036.8870100591
1495,266731.65172542696
1496,183441.9931326562
1497,172961.44720280517
1498,161534.36895526724
1499,155304.08834034763
1500,136859.10400988706
1501,164097.2188555964
1502,144170.26778357595
1503,257113.83232681546
1504,221127.8702046419
1505,188493.19298170382
1506,183712.14306425155
1507,217084.99666745937
1508,186259.0468665568
1509,155923.35540813667
1510,127457.06361477473
1511,121778.46810249143
1512,145883.4494971839
1513,154211.39451731797
1514,144552.21684733298
1515,181483.74425586278
1516,134460.10591839295
1517,143608.8379611028
1518,125332.8325299498
1519,173965.10812450034
1520,110058.06140047776
1521,116781.84876714757
1522,156908.43022389532
1523,102960.96501532996
1524,106962.70321310093
1525,112145.84995951426
1526,98713.90016856915
1527,109669.56911114416
1528,121138.25478930646
1529,133608.5312553333
1530,142336.71634126542
1531,133609.63569304807
1532,85155.61992029885
1533,113584.37920863711
1534,110872.34712990902
1535,135347.98764070545
1536,91976.85972313721
1537,79872.65259962551
1538,170795.72106139493
1539,205801.95229690353
1540,89513.48439801417
1541,128567.84753739384
1542,127870.45275866197
1543,207009.35152561765
1544,66382.47028288935
1545,102783.29228512032
1546,134033.60918344595
1547,115814.88020872851
1548,121513.44916455977
1549,104801.89921804208
1550,123380.49396994077
1551,93646.4591356745
1552,132870.83741142938
1553,141945.7397778951
1554,102405.04664137239
1555,156715.3990354723
1556,77756.9755861529
1557,95350.05718357247
1558,90704.1204965312
1559,91697.31651843253
1560,124723.58251398081
1561,116154.70503457764
1562,116956.54125033249
1563,106335.16861499593
1564,134459.80853533663
1565,147019.60349009998
1566,193405.44943162746
1567,74274.3990754841
1568,210932.60694395623
1569,128391.36032423454
1570,132859.2102436018
1571,121133.10050297776
1572,127404.02739529886
1573,212257.5878977978
1574,100294.19229232195
1575,172995.8422140483
1576,195835.81549344977
1577,176519.6265047391
1578,145773.87391211934
1579,129406.13978706609
1580,183794.52181782186
1581,139283.77862209795
1582,124285.78787475149
1583,271550.13980324793
1584,219227.18833106154
1585,125394.72494738222
1586,78192.94860104765
1587,94230.1518025793
1588,132083.1030481092
1589,88061.9082158878
1590,122688.93667730546
1591,80781.24427905252
1592,102143.27990845474
1593,123037.21259716172
1594,139214.08071519953
1595,106645.16736992677
1596,227396.453881964
1597,161288.89594382126
1598,179333.15887094007
1599,175135.89069953182
1600,164097.49958227747
1601,71461.54717297171
1602,107100.92585085671
1603,86830.36605869773
1604,219432.74125746233
1605,236254.6271073503
1606,149946.79540877597
1607,143703.70005982468
1608,186923.28592581712
1609,152341.5418469509
1610,139313.17069493435
1611,128803.7105907641
1612,148126.46652749294
1613,133884.82833892773
1614,108434.55474019988
1615,81641.78478905374
1616,65616.61861998386
1617,83508.08871845099
1618,113082.15123583755
1619,119319.79899819376
1620,126891.17372177324
1621,129980.76009243801
1622,132772.45773309184
1623,231974.7037072662
1624,186766.26633558684
1625,111365.72029494958
1626,144618.16830430986
1627,176388.35700106277
1628,256637.847461772
1629,175935.0871473601
1630,296424.97195062606
1631,201853.7853710474
1632,225049.9631071042
1633,160246.4898674956
1634,177099.29794042796
1635,176646.8241083999
1636,142455.945500461
1637,164316.71437095504
1638,202981.64223778373
1639,167684.53916067185
1640,257986.1824686502
1641,167084.6339560842
1642,220366.04400169727
1643,207766.4755717657
1644,212298.17206723982
1645,163869.2236664035
1646,136948.95451353118
1647,146586.90951496226
1648,119220.89897472905
1649,116524.05216495763
1650,107835.76817762545
1651,115085.91811564204
1652,79648.3974631133
1653,94260.88946249851
1654,135562.3653337778
1655,127681.79126846504
1656,134791.42326864606
1657,135651.05674772125
1658,130398.17989622317
1659,128718.25133374572
1660,143026.49147027446
1661,394596.6201989494
1662,357093.3072532792
1663,309135.1146861556
1664,360947.5825161765
1665,261648.48762278774
1666,252860.2958413845
1667,336999.33548550046
1668,278489.45149155956
1669,245600.46234325596
1670,278782.5660490489
1671,208322.0441172204
1672,352027.81450417783
1673,279444.80299237074
1674,214986.13383104154
1675,166408.52920563778
1676,161472.82657760812
1677,195482.2331879276
1678,334518.9157859966
1679,299514.2975006385
1680,279339.5608959595
1681,232930.5097870489
1682,258807.38473922235
1683,153443.37382538125
1684,169396.42466646756
1685,168742.14619523252
1686,151625.37167930984
1687,155611.42891895876
1688,176414.1500366782
1689,177824.70249428117
1690,179015.47781289782
1691,169004.06741694533
1692,271350.85563467647
1693,146618.1734004769
1694,177631.56824895667
1695,159208.3012360645
1696,252612.4172428157
1697,164870.04547719914
1698,335068.8695686797
1699,283232.343008473
1700,226099.58528640412
1701,236747.99434282837
1702,224458.5633171259
1703,213981.96248378823
1704,247127.0535534302
1705,215139.53115254044
1706,330832.7317689737
1707,177538.83426159184
1708,167786.26469514548
1709,229873.64953471674
1710,198616.13638463904
1711,238546.20714923355
1712,233055.14881450927
1713,215414.10140495797
1714,191882.41022993525
1715,193720.2669297195
1716,182219.8957537025
1717,152168.06781504906
1718,122451.49371436598
1719,191911.51518514272
1720,205612.21893463528
1721,161602.90548931074
1722,117563.27510045403
1723,130856.46689520469
1724,173373.1776509185
1725,235405.5346435513
1726,179449.00199826914
1727,139672.28090051145
1728,169247.6351850526
1729,145054.19734430648
1730,161976.5180563081
1731,108893.22467645413
1732,125821.42399164448
1733,106648.93709144602
1734,103725.20430539876
1735,119889.46246550613
1736,104578.20884937375
1737,296242.3249534908
1738,206624.56636473758
1739,283168.85483947233
1740,178601.87958971914
1741,174718.16295104704
1742,165646.51798191373
1743,170432.68445042186
1744,255369.6449338318
1745,186024.1344906917
1746,223489.6962034503
1747,219822.75687870762
1748,207086.34251586045
1749,124644.14159497307
1750,115899.72237831741
1751,218471.65962856627
1752,110169.91120430909
1753,128760.25835656824
1754,198887.79581368214
1755,148841.31609644098
1756,128283.77897377929
1757,107081.32539826707
1758,127438.50771590603
1759,156090.00186471286
1760,137442.68438421888
1761,124727.18788802506
1762,172270.92816490438
1763,160377.26812391056
1764,105336.1764936676
1765,158612.43120697277
1766,157894.709645883
1767,194864.93680844383
1768,121002.79540906359
1769,166918.36647181257
1770,130917.31236595564
1771,105953.25068360016
1772,113450.89593985624
1773,122685.17156911742
1774,117310.34121423456
1775,123145.76950266714
1776,115126.68055486128
1777,103046.64529020074
1778,120182.23533842554
1779,108213.27069346565
1780,167694.5548879282
1781,108860.8428072403
1782,88699.71684155025
1783,119836.20186034423
1784,101016.59436722497
1785,107575.6654637038
1786,123692.87772470101
1787,157435.9422892115
1788,57146.43973664342
1789,99438.30950230562
1790,78019.32503840583
1791,172467.89639158492
1792,129995.73496544786
1793,126196.13756994242
1794,134771.20052290132
1795,116762.8819923655
1796,137213.59684539423
1797,101221.15103079577
1798,109124.55175983426
1799,107652.08973183802
1800,116795.17795357193
1801,119884.69145975709
1802,135963.3142587584
1803,154286.6316783624
1804,134214.0797217343
1805,127846.42139861659
1806,105326.62613749583
1807,137974.82619147454
1808,117725.25547835452
1809,121174.25186144389
1810,136714.0147692855
1811,99928.82934788901
1812,96166.58539724961
1813,107223.39467466253
1814,84811.75515474887
1815,55693.24088937289
1816,91362.91846812709
1817,109550.21793985236
1818,153302.64811395045
1819,125725.10166683745
1820,57907.71408318218
1821,110313.73419271967
1822,143208.08256127514
1823,51514.21687616457
1824,136160.97703555756
1825,129669.12223943068
1826,88375.64341330761
1827,91224.97727999721
1828,127698.35282987483
1829,103040.56874745931
1830,136852.7474165441
1831,168068.71945335713
1832,78915.22396031018
1833,145026.49865142503
1834,113681.01846787446
1835,159700.77743533175
1836,113598.66901688707
1837,84038.54789343031
1838,102682.51709027446
1839,80791.42131076987
1840,137228.82159102382
1841,117258.11465651052
